HouseholdID,Day,WaterUsage
57,11,50.0
57,12,50.0
57,13,50.0
57,14,50.0
57,15,52.72312845316618
57,16,50.0
57,17,50.0
57,18,50.0
57,19,50.0
57,20,50.0
57,21,50.0
57,22,50.0
57,23,50.0
57,24,50.0
57,25,50.0
57,26,50.0
57,27,50.0
57,28,50.0
57,29,50.0
57,30,50.0
58,1,50.0
58,2,50.0
58,3,50.0
58,4,50.0
58,5,50.0
58,6,50.0
58,7,50.0
58,8,65.72514537522903
58,9,50.0
58,10,50.0
58,11,50.0
58,12,50.0
58,13,50.0
58,14,50.0
58,15,50.0
58,16,50.0
58,17,50.0
58,18,50.0
58,19,50.0
58,20,50.0
58,21,50.0
58,22,50.0
58,23,50.0
58,24,50.0
58,25,50.0
58,26,50.0
58,27,50.0
58,28,50.0
58,29,50.0
58,30,50.0
59,1,50.0
59,2,50.0
59,3,50.0
59,4,50.0
59,5,50.0
59,6,50.0
59,7,50.0
59,8,50.0
59,9,50.0
59,10,50.0
59,11,50.0
59,12,50.0
59,13,50.0
59,14,50.0
59,15,50.0
59,16,50.0
59,17,50.0
59,18,50.0
59,19,50.0
59,20,50.0
59,21,50.0
59,22,50.0
59,23,50.0
59,24,50.0
59,25,50.0
59,26,50.0
59,27,50.0
59,28,50.0
59,29,50.0
59,30,50.0
60,1,50.0
60,2,50.0
60,3,50.0
60,4,50.0
60,5,50.0
60,6,50.0
60,7,50.0
60,8,50.0
60,9,50.0
60,10,50.0
60,11,50.0
60,12,50.0
60,13,50.0
60,14,50.0
60,15,50.0
60,16,50.0
60,17,50.0
60,18,50.0
60,19,50.0
60,20,50.0
60,21,50.0
60,22,50.0
60,23,50.0
60,24,50.0
60,25,50.0
60,26,50.0
60,27,50.0
60,28,50.0
60,29,50.0
60,30,50.0
61,1,50.0
61,2,50.0
61,3,50.0
61,4,50.0
61,5,50.0
61,6,50.0
61,7,50.0
61,8,50.0
61,9,50.0
61,10,50.0
61,11,50.0
61,12,50.0
61,13,50.0
61,14,50.0
61,15,50.0
61,16,50.0
61,17,50.0
61,18,50.0
61,19,50.0
61,20,50.0
61,21,50.0
61,22,50.0
61,23,50.0
61,24,50.0
61,25,50.0
61,26,50.0
61,27,50.0
61,28,50.0
61,29,50.0
61,30,50.0
62,1,50.0
62,2,50.0
62,3,50.0
62,4,50.0
62,5,50.0
62,6,50.0
62,7,50.0
62,8,50.0
62,9,50.0
62,10,50.0
62,11,50.0
62,12,50.0
62,13,50.0
62,14,50.0
62,15,50.0
62,16,50.0
62,17,50.0
62,18,57.09734767601665
62,19,50.0
62,20,50.0
62,21,50.0
62,22,50.0
62,23,50.0
62,24,50.0
62,25,50.0
62,26,50.0
62,27,50.0
62,28,50.0
62,29,50.0
62,30,50.0
63,1,50.0
63,2,50.0
63,3,50.0
63,4,50.0
63,5,50.0
63,6,50.0
63,7,50.0
63,8,50.0
63,9,50.0
63,10,50.0
63,11,50.0
63,12,50.0
63,13,50.0
63,14,50.0
63,15,50.0
63,16,50.0
63,17,50.0
63,18,76.45466226967673
63,19,50.0
63,20,50.0
63,21,50.0
63,22,50.0
63,23,50.0
63,24,50.0
63,25,50.0
63,26,50.0
63,27,50.0
63,28,50.0
63,29,50.0
63,30,50.0
64,1,50.0
64,2,50.0
64,3,60.134576627776624
64,4,50.0
64,5,52.61096135290343
64,6,50.0
64,7,50.0
64,8,50.0
64,9,50.0
64,10,50.0
64,11,50.0
64,12,50.0
64,13,50.0
64,14,50.0
64,15,50.0
64,16,50.0
64,17,50.0
64,18,50.0
64,19,50.0
64,20,50.0
64,21,50.0
64,22,50.0
64,23,50.0
64,24,50.0
64,25,50.0
64,26,50.0
64,27,50.0
64,28,50.0
64,29,50.0
64,30,50.0
65,1,50.0
65,2,50.0
65,3,50.0
65,4,50.0
65,5,50.0
65,6,50.0
65,7,50.0
65,8,50.0
65,9,50.0
65,10,50.0
65,11,50.0
65,12,50.0
65,13,50.0
65,14,50.0
65,15,50.0
65,16,50.0
65,17,50.0
65,18,50.0
65,19,50.0
65,20,50.0
65,21,50.0
65,22,50.0
65,23,50.0
65,24,50.0
65,25,50.0
65,26,50.0
65,27,50.0
65,28,50.0
65,29,50.0
65,30,50.0
66,1,50.0
66,2,50.0
66,3,50.0
66,4,50.0
66,5,50.0
66,6,50.0
66,7,50.0
66,8,50.0
66,9,50.0
66,10,50.0
66,11,50.0
66,12,50.0
66,13,50.0
66,14,50.0
66,15,50.0
66,16,50.0
66,17,50.0
66,18,50.0
66,19,50.0
66,20,50.0
66,21,50.0
66,22,50.0
66,23,50.0
66,24,50.0
66,25,50.0
66,26,50.0
66,27,50.0
66,28,52.85918407184255
66,29,50.0
66,30,50.0
67,1,50.0
67,2,50.0
67,3,50.0
67,4,50.0
67,5,50.0
67,6,50.0
67,7,50.0
67,8,50.0
67,9,50.0
67,10,50.0
67,11,50.0
67,12,50.0
67,13,50.0
67,14,50.0
67,15,50.0
67,16,50.0
67,17,50.0
67,18,50.0
67,19,50.0
67,20,50.0
67,21,50.0
67,22,50.0
67,23,50.0
67,24,50.0
67,25,50.0
67,26,50.0
67,27,50.0
67,28,50.0
67,29,50.0
67,30,50.0
68,1,50.0
68,2,50.0
68,3,50.0
68,4,50.0
68,5,50.0
68,6,50.0
68,7,50.0
68,8,50.0
68,9,50.0
68,10,50.0
68,11,50.0
68,12,50.0
68,13,50.0
68,14,50.0
68,15,50.0
68,16,50.0
68,17,50.0
68,18,50.0
68,19,50.0
68,20,50.0
68,21,50.0
68,22,50.0
68,23,50.0
68,24,50.0
68,25,50.0
68,26,50.0
68,27,50.0
68,28,50.0
68,29,50.0
68,30,50.0
69,1,50.0
69,2,50.0
69,3,50.0
69,4,50.0
69,5,50.0
69,6,50.0
69,7,50.0
69,8,50.0
69,9,50.0
69,10,50.0
69,11,50.0
69,12,50.0
69,13,50.0
69,14,50.0
69,15,50.0
69,16,50.0
69,17,50.0
69,18,50.0
69,19,50.0
69,20,50.0
69,21,50.0
69,22,50.0
69,23,50.0
69,24,50.0
69,25,50.0
69,26,50.0
69,27,50.0
69,28,50.0
69,29,50.0
69,30,50.0
70,1,50.0
70,2,50.0
70,3,50.0
70,4,50.0
70,5,50.0
70,6,50.0
70,7,50.0
70,8,50.0
70,9,50.0
70,10,50.0
70,11,50.0
70,12,50.0
70,13,50.0
70,14,50.0
70,15,50.0
70,16,50.0
70,17,51.35204728342872
70,18,50.0
70,19,50.0
70,20,50.0
70,21,50.0
70,22,50.0
70,23,50.0
70,24,50.0
70,25,50.0
70,26,50.0
70,27,50.0
70,28,50.0
70,29,50.0
70,30,50.0
71,1,50.0
71,2,50.0
71,3,50.0
71,4,50.0
71,5,50.0
71,6,50.0
71,7,50.0
71,8,50.0
71,9,50.0
71,10,50.0
71,11,50.0
71,12,50.0
71,13,50.0
71,14,50.0
71,15,50.0
71,16,50.0
71,17,50.0
71,18,50.0
71,19,50.0
71,20,50.0
71,21,50.0
71,22,50.0
71,23,53.21786842950277
71,24,50.0
71,25,50.0
71,26,50.0
71,27,50.0
71,28,50.0
71,29,50.0
71,30,50.0
72,1,50.0
72,2,50.0
72,3,50.0
72,4,50.0
72,5,50.0
72,6,50.0
72,7,50.0
72,8,50.0
72,9,50.0
72,10,50.0
72,11,50.0
72,12,50.0
72,13,50.0
72,14,50.0
72,15,50.0
72,16,50.0
72,17,50.0
72,18,50.0
72,19,50.0
72,20,61.609022735293976
72,21,50.0
72,22,50.0
72,23,50.0
72,24,50.0
72,25,50.0
72,26,50.0
72,27,50.0
72,28,50.0
72,29,50.0
72,30,50.0
73,1,50.0
73,2,50.0
73,3,50.0
73,4,50.0
73,5,50.0
73,6,50.0
73,7,50.0
73,8,50.0
73,9,50.0
73,10,50.0
73,11,50.0
73,12,50.0
73,13,50.0
73,14,50.0
73,15,50.0
73,16,50.0
73,17,50.0
73,18,50.0
73,19,50.0
73,20,50.0
73,21,50.0
73,22,50.0
73,23,50.0
73,24,50.0
73,25,50.0
73,26,50.0
73,27,50.0
73,28,50.0
73,29,50.0
73,30,50.0
74,1,50.0
74,2,50.0
74,3,50.0
74,4,50.0
74,5,50.0
74,6,50.0
74,7,50.0
74,8,50.0
74,9,50.0
74,10,50.0
74,11,50.0
74,12,50.0
74,13,50.0
74,14,50.0
74,15,50.0
74,16,50.0
74,17,50.0
74,18,50.0
74,19,50.0
74,20,50.0
74,21,50.0
74,22,50.0
74,23,50.0
74,24,50.0
74,25,50.0
74,26,50.0
74,27,50.0
74,28,50.0
74,29,50.0
74,30,50.0
75,1,50.0
75,2,50.0
75,3,50.0
75,4,50.0
75,5,50.0
75,6,50.0
75,7,50.0
75,8,50.0
75,9,50.0
75,10,50.0
75,11,50.0
75,12,50.0
75,13,50.0
75,14,50.0
75,15,50.0
75,16,50.0
75,17,50.0
75,18,50.0
75,19,50.0
75,20,50.0
75,21,50.0
75,22,50.0
75,23,50.0
75,24,50.0
75,25,50.0
75,26,50.0
75,27,50.0
75,28,50.0
75,29,50.0
75,30,50.0
76,1,50.0
76,2,50.0
76,3,50.0
76,4,50.42114991075678
76,5,50.0
76,6,50.0
76,7,50.0
76,8,50.0
76,9,50.0
76,10,50.0
76,11,50.0
76,12,50.0
76,13,50.0
76,14,50.0
76,15,50.0
76,16,50.0
76,17,50.0
76,18,50.0
76,19,50.0
76,20,50.0
76,21,50.0
76,22,50.0
76,23,50.0
76,24,50.0
76,25,50.0
76,26,50.0
76,27,50.0
76,28,50.0
76,29,50.0
76,30,50.0
77,1,50.0
77,2,50.0
77,3,50.0
77,4,50.0
77,5,50.0
77,6,50.0
77,7,50.0
77,8,50.0
77,9,50.0
77,10,50.0
77,11,50.0
77,12,50.0
77,13,50.0
77,14,50.0
77,15,50.0
77,16,50.0
77,17,50.0
77,18,50.0
77,19,50.0
77,20,50.0
77,21,50.0
77,22,50.0
77,23,50.0
77,24,50.0
77,25,50.0
77,26,50.0
77,27,50.0
77,28,50.0
77,29,50.0
77,30,50.0
78,1,50.0
78,2,50.0
78,3,50.0
78,4,50.0
78,5,50.0
78,6,50.0
78,7,50.0
78,8,50.0
78,9,50.0
78,10,50.0
78,11,50.0
78,12,50.0
78,13,50.0
78,14,50.0
78,15,50.0
78,16,50.0
78,17,50.0
78,18,50.0
78,19,50.0
78,20,50.0
78,21,50.0
78,22,50.0
78,23,50.0
78,24,50.0
78,25,50.0
78,26,50.0
78,27,50.0
78,28,50.0
78,29,50.0
78,30,50.0
79,1,50.0
79,2,50.0
79,3,50.0
79,4,50.0
79,5,50.0
79,6,50.0
79,7,50.0
79,8,50.0
79,9,50.0
79,10,50.0
79,11,50.0
79,12,50.0
79,13,50.0
79,14,50.0
79,15,50.0
79,16,50.0
79,17,50.0
79,18,50.0
79,19,50.0
79,20,50.0
79,21,50.0
79,22,50.0
79,23,50.0
79,24,50.0
79,25,50.0
79,26,53.19136475570498
79,27,50.0
79,28,50.0
79,29,50.0
79,30,50.0
80,1,55.701532637744876
80,2,50.0
80,3,50.0
80,4,50.0
80,5,50.0
80,6,50.0
80,7,50.0
80,8,50.0
80,9,50.0
80,10,50.0
80,11,50.0
80,12,50.0
80,13,50.0
80,14,50.0
80,15,50.0
80,16,50.0
80,17,50.0
80,18,50.0
80,19,50.0
80,20,50.0
80,21,50.0
80,22,50.0
80,23,50.0
80,24,50.0
80,25,50.0
80,26,50.0
80,27,50.0
80,28,50.0
80,29,50.0
80,30,50.0
81,1,50.0
81,2,50.0
81,3,50.0
81,4,50.0
81,5,50.0
81,6,50.0
81,7,50.0
81,8,50.0
81,9,50.0
81,10,50.0
81,11,50.0
81,12,50.0
81,13,50.0
81,14,70.06071820086493
81,15,50.0
81,16,50.0
81,17,50.0
81,18,50.0
81,19,50.0
81,20,50.0
81,21,51.48640944538755
81,22,50.0
81,23,50.0
81,24,50.0
81,25,50.0
81,26,50.0
81,27,50.0
81,28,50.0
81,29,50.0
81,30,50.0
82,1,50.0
82,2,50.0
82,3,50.0
82,4,50.0
82,5,50.0
82,6,50.0
82,7,50.0
82,8,50.0
82,9,50.0
82,10,50.0
82,11,50.0
82,12,50.0
82,13,50.0
82,14,50.0
82,15,50.0
82,16,50.0
82,17,50.0
82,18,50.0
82,19,50.0
82,20,50.0
82,21,50.0
82,22,50.0
82,23,50.0
82,24,50.0
82,25,50.0
82,26,54.53335893836817
82,27,50.0
82,28,50.0
82,29,50.0
82,30,50.0
83,1,50.0
83,2,50.0
83,3,50.0
83,4,50.0
83,5,50.0
83,6,50.0
83,7,50.0
83,8,50.0
83,9,58.84428146874282
83,10,50.0
83,11,50.0
83,12,50.0
83,13,50.0
83,14,50.0
83,15,50.0
83,16,50.0
83,17,50.0
83,18,50.0
83,19,50.0
83,20,50.0
83,21,50.0
83,22,50.0
83,23,50.0
83,24,50.0
83,25,50.0
83,26,50.0
83,27,50.0
83,28,50.0
83,29,50.0
83,30,50.0
84,1,50.0
84,2,50.0
84,3,50.0
84,4,50.0
84,5,50.0
84,6,50.0
84,7,50.0
84,8,50.0
84,9,50.0
84,10,50.0
84,11,50.0
84,12,50.0
84,13,50.0
84,14,50.0
84,15,50.0
84,16,50.0
84,17,50.0
84,18,56.88336976222004
84,19,50.0
84,20,50.0
84,21,50.0
84,22,50.0
84,23,50.0
84,24,50.0
84,25,50.0
84,26,50.0
84,27,50.0
84,28,50.0
84,29,50.0
84,30,50.0
85,1,50.0
85,2,50.0
85,3,50.0
85,4,50.0
85,5,50.0
85,6,50.0
85,7,50.0
85,8,50.0
85,9,50.0
85,10,50.0
85,11,50.0
85,12,50.0
85,13,50.0
85,14,50.0
85,15,50.0
85,16,50.0
85,17,50.0
85,18,50.0
85,19,50.0
85,20,50.0
85,21,50.0
85,22,50.0
85,23,50.0
85,24,50.0
85,25,50.0
85,26,50.0
85,27,50.0
85,28,50.0
85,29,50.0
85,30,50.0
86,1,50.0
86,2,50.0
86,3,50.0
86,4,50.0
86,5,50.0
86,6,50.0
86,7,50.0
86,8,50.0
86,9,50.0
86,10,50.0
86,11,50.0
86,12,50.0
86,13,50.0
86,14,50.0
86,15,50.0
86,16,50.0
86,17,50.0
86,18,50.0
86,19,50.0
86,20,50.0
86,21,50.0
86,22,50.0
86,23,50.0
86,24,50.0
86,25,50.0
86,26,50.0
86,27,50.0
86,28,50.0
86,29,50.0
86,30,50.0
87,1,50.0
87,2,50.0
87,3,50.0
87,4,50.0
87,5,50.0
87,6,50.0
87,7,50.0
87,8,50.0
87,9,50.0
87,10,50.0
87,11,50.0
87,12,50.0
87,13,55.221691888036865
87,14,50.0
87,15,50.0
87,16,50.0
87,17,50.0
87,18,50.0
87,19,50.0
87,20,50.0
87,21,50.0
87,22,50.0
87,23,50.0
87,24,50.0
87,25,50.0
87,26,50.0
87,27,50.0
87,28,50.0
87,29,50.0
87,30,50.0
88,1,50.0
88,2,50.0
88,3,50.0
88,4,50.0
88,5,50.0
88,6,50.0
88,7,50.0
88,8,50.0
88,9,50.0
88,10,50.0
88,11,50.0
88,12,50.0
88,13,50.0
88,14,50.0
88,15,50.0
88,16,50.0
88,17,50.0
88,18,50.0
88,19,50.0
88,20,50.0
88,21,50.0
88,22,50.0
88,23,50.0
88,24,70.78658273365099
88,25,50.0
88,26,50.0
88,27,50.0
88,28,50.0
88,29,50.0
88,30,50.0
89,1,50.0
89,2,50.0
89,3,50.0
89,4,50.0
89,5,50.0
89,6,50.0
89,7,50.0
89,8,50.0
89,9,50.0
89,10,50.0
89,11,50.0
89,12,50.0
89,13,50.0
89,14,50.0
89,15,50.0
89,16,50.0
89,17,50.0
89,18,50.0
89,19,50.0
89,20,50.0
89,21,50.0
89,22,50.0
89,23,50.0
89,24,50.0
89,25,50.0
89,26,50.0
89,27,50.0
89,28,50.0
89,29,50.0
89,30,50.0
90,1,50.0
90,2,50.0
90,3,50.0
90,4,50.0
90,5,50.0
90,6,50.0
90,7,50.0
90,8,50.0
90,9,50.0
90,10,50.0
90,11,50.0
90,12,50.0
90,13,50.0
90,14,50.0
90,15,50.0
90,16,50.0
90,17,50.0
90,18,50.0
90,19,50.0
90,20,50.0
90,21,50.0
90,22,50.0
90,23,50.0
90,24,50.0
90,25,50.0
90,26,50.0
90,27,50.0
90,28,50.0
90,29,50.0
90,30,50.0
91,1,50.0
91,2,50.0
91,3,50.0
91,4,50.0
91,5,50.0
91,6,50.0
91,7,50.0
91,8,50.0
91,9,50.0
91,10,50.0
91,11,50.0
91,12,50.0
91,13,50.0
91,14,50.0
91,15,50.0
91,16,50.0
91,17,50.0
91,18,50.0
91,19,51.70476152804203
91,20,50.0
91,21,57.99763440554457
91,22,50.0
91,23,50.0
91,24,50.0
91,25,50.0
91,26,50.0
91,27,50.0
91,28,50.0
91,29,50.0
91,30,50.0
92,1,50.0
92,2,50.0
92,3,50.0
92,4,50.0
92,5,50.0
92,6,50.0
92,7,50.0
92,8,50.0
92,9,50.0
92,10,50.0
92,11,50.0
92,12,50.0
92,13,50.0
92,14,50.0
92,15,50.0
92,16,50.0
92,17,50.0
92,18,50.0
92,19,50.0
92,20,50.0
92,21,50.0
92,22,50.0
92,23,50.0
92,24,50.0
92,25,50.0
92,26,50.0
92,27,50.0
92,28,50.0
92,29,50.0
92,30,50.0
93,1,50.0
93,2,50.0
93,3,50.0
93,4,50.0
93,5,50.0
93,6,50.0
93,7,50.0
93,8,50.0
93,9,50.0
93,10,50.0
93,11,50.0
93,12,50.0
93,13,50.0
93,14,50.0
93,15,50.0
93,16,50.0
93,17,50.0
93,18,50.0
93,19,50.0
93,20,83.92534531923347
93,21,50.0
93,22,50.0
93,23,50.0
93,24,50.0
93,25,50.0
93,26,50.0
93,27,50.0
93,28,50.0
93,29,50.0
93,30,50.0
94,1,50.0
94,2,50.0
94,3,50.0
94,4,50.0
94,5,50.0
94,6,50.0
94,7,50.0
94,8,50.0
94,9,50.0
94,10,50.0
94,11,50.0
94,12,50.0
94,13,50.0
94,14,50.0
94,15,50.0
94,16,50.0
94,17,50.0
94,18,50.0
94,19,50.0
94,20,50.0
94,21,50.0
94,22,50.0
94,23,50.0
94,24,50.0
94,25,50.0
94,26,50.0
94,27,50.0
94,28,50.0
94,29,50.0
94,30,50.0
95,1,50.0
95,2,50.0
95,3,50.0
95,4,50.0
95,5,50.0
95,6,50.0
95,7,50.0
95,8,50.0
95,9,50.0
95,10,50.0
95,11,50.0
95,12,50.0
95,13,50.0
95,14,50.0
95,15,50.0
95,16,50.0
95,17,50.0
95,18,50.0
95,19,50.0
95,20,50.0
95,21,50.0
95,22,50.0
95,23,50.0
95,24,50.0
95,25,50.0
95,26,50.0
95,27,50.0
95,28,50.0
95,29,50.0
95,30,50.0
96,1,50.0
96,2,50.0
96,3,50.0
96,4,50.0
96,5,50.0
96,6,50.0
96,7,50.0
96,8,50.0
96,9,50.0
96,10,50.0
96,11,50.0
96,12,50.0
96,13,50.0
96,14,50.0
96,15,50.0
96,16,50.0
96,17,50.0
96,18,50.0
96,19,50.0
96,20,50.0
96,21,50.0
96,22,50.0
96,23,50.0
96,24,50.0
96,25,50.0
96,26,51.92986722267684
96,27,50.0
96,28,50.0
96,29,50.0
96,30,50.0
97,1,50.0
97,2,50.0
97,3,50.0
97,4,50.0
97,5,50.0
97,6,50.0
97,7,50.0
97,8,50.0
97,9,50.0
97,10,50.0
97,11,50.0
97,12,50.0
97,13,50.0
97,14,50.0
97,15,50.0
97,16,50.0
97,17,50.0
97,18,50.0
97,19,50.0
97,20,50.0
97,21,50.0
97,22,50.0
97,23,50.0
97,24,50.0
97,25,50.0
97,26,50.0
97,27,50.0
97,28,50.0
97,29,50.0
97,30,50.0
98,1,50.0
98,2,50.0
98,3,50.0
98,4,50.0
98,5,50.0
98,6,50.0
98,7,50.0
98,8,50.0
98,9,50.0
98,10,50.0
98,11,50.0
98,12,50.0
98,13,50.0
98,14,50.0
98,15,50.0
98,16,50.0
98,17,50.0
98,18,50.0
98,19,50.0
98,20,50.0
98,21,50.0
98,22,50.0
98,23,50.0
98,24,50.0
98,25,50.0
98,26,50.0
98,27,50.0
98,28,50.0
98,29,50.0
98,30,50.0
99,1,50.0
99,2,50.0
99,3,50.0
99,4,50.0
99,5,50.0
99,6,50.0
99,7,50.0
99,8,50.0
99,9,50.0
99,10,50.0
99,11,50.0
99,12,50.154540607941236
99,13,50.0
99,14,50.0
99,15,50.0
99,16,50.0
99,17,50.0
99,18,50.0
99,19,50.0
99,20,50.0
99,21,50.0
99,22,50.0
99,23,50.0
99,24,50.0
99,25,50.0
99,26,50.0
99,27,50.0
99,28,50.0
99,29,50.0
99,30,50.0
100,1,50.0
100,2,50.0
100,3,50.0
100,4,50.0
100,5,50.0
100,6,50.0
100,7,50.0
100,8,50.0
100,9,50.0
100,10,50.0
100,11,50.0
100,12,50.0
100,13,50.0
100,14,50.0
100,15,50.0
100,16,50.0
100,17,50.0
100,18,50.0
100,19,50.0
100,20,50.0
100,21,50.0
100,22,50.0
100,23,50.0
100,24,50.0
100,25,50.0
100,26,50.0
100,27,50.0
100,28,50.0
100,29,50.0
100,30,50.0
101,1,50.0
101,2,50.0
101,3,50.0
101,4,50.0
101,5,50.0
101,6,50.0
101,7,50.0
101,8,50.0
101,9,50.0
101,10,50.0
101,11,50.0
101,12,50.0
101,13,50.0
101,14,50.0
101,15,50.0
101,16,50.0
101,17,50.0
101,18,50.0
101,19,50.0
101,20,50.0
101,21,50.0
101,22,50.0
101,23,50.0
101,24,50.0
101,25,50.0
101,26,50.0
101,27,50.0
101,28,50.0
101,29,50.0
101,30,50.0
102,1,50.0
102,2,50.0
102,3,50.0
102,4,50.0
102,5,50.0
102,6,50.0
102,7,50.0
102,8,50.0
102,9,50.0
102,10,50.0
102,11,50.0
102,12,50.0
102,13,50.0
102,14,50.0
102,15,50.0
102,16,50.0
102,17,50.0
102,18,50.0
102,19,50.0
102,20,50.0
102,21,50.0
102,22,50.0
102,23,50.0
102,24,50.0
102,25,50.0
102,26,50.0
102,27,50.0
102,28,50.0
102,29,50.0
102,30,50.0
103,1,50.0
103,2,50.0
103,3,56.411107233287694
103,4,50.0
103,5,50.0
103,6,50.0
103,7,50.0
103,8,50.0
103,9,50.0
103,10,50.0
103,11,50.0
103,12,50.0
103,13,50.0
103,14,50.0
103,15,50.0
103,16,50.0
103,17,50.0
103,18,50.0
103,19,50.0
103,20,50.0
103,21,50.0
103,22,50.0
103,23,50.0
103,24,50.0
103,25,50.0
103,26,50.0
103,27,50.0
103,28,50.0
103,29,50.0
103,30,50.0
104,1,50.0
104,2,50.0
104,3,50.0
104,4,50.0
104,5,50.0
104,6,50.0
104,7,50.0
104,8,50.0
104,9,50.0
104,10,50.0
104,11,50.0
104,12,50.0
104,13,50.0
104,14,50.0
104,15,50.0
104,16,50.0
104,17,50.0
104,18,50.0
104,19,50.0
104,20,50.0
104,21,50.0
104,22,50.0
104,23,50.0
104,24,50.94638402750003
104,25,50.0
104,26,50.0
104,27,50.0
104,28,50.0
104,29,50.0
104,30,50.0
105,1,50.0
105,2,50.0
105,3,50.0
105,4,50.0
105,5,50.0
105,6,50.0
105,7,50.0
105,8,50.0
105,9,50.0
105,10,50.0
105,11,50.0
105,12,50.0
105,13,50.0
105,14,50.0
105,15,50.0
105,16,50.0
105,17,50.0
105,18,50.0
105,19,50.0
105,20,50.0
105,21,50.0
105,22,50.0
105,23,50.0
105,24,50.0
105,25,50.0
105,26,50.0
105,27,50.0
105,28,50.0
105,29,50.0
105,30,50.0
106,1,50.0
106,2,50.0
106,3,50.0
106,4,62.86440560496795
106,5,50.0
106,6,50.0
106,7,50.0
106,8,50.0
106,9,50.0
106,10,50.0
106,11,50.0
106,12,50.0
106,13,50.0
106,14,50.0
106,15,50.0
106,16,50.0
106,17,50.0
106,18,50.0
106,19,50.0
106,20,50.0
106,21,50.0
106,22,50.0
106,23,50.0
106,24,50.0
106,25,50.0
106,26,50.0
106,27,50.0
106,28,50.0
106,29,50.0
106,30,50.0
107,1,50.0
107,2,50.0
107,3,50.0
107,4,50.0
107,5,55.44953520639892
107,6,50.0
107,7,50.0
107,8,50.0
107,9,50.0
107,10,50.0
107,11,50.0
107,12,60.12940865600183
107,13,50.0
107,14,50.0
107,15,50.0
107,16,50.0
107,17,50.0
107,18,50.0
107,19,50.0
107,20,50.0
107,21,50.0
107,22,50.0
107,23,50.0
107,24,50.0
107,25,50.0
107,26,50.0
107,27,50.0
107,28,50.0
107,29,50.0
107,30,50.0
108,1,50.0
108,2,50.0
108,3,50.0
108,4,50.0
108,5,50.0
108,6,50.0
108,7,50.0
108,8,50.0
108,9,50.0
108,10,50.0
108,11,50.0
108,12,50.0
108,13,50.0
108,14,50.0
108,15,50.0
108,16,50.0
108,17,50.0
108,18,50.0
108,19,50.0
108,20,50.0
108,21,50.0
108,22,50.0
108,23,50.0
108,24,50.0
108,25,50.0
108,26,50.0
108,27,50.0
108,28,50.0
108,29,51.87403524417317
108,30,50.0
109,1,50.0
109,2,50.0
109,3,50.0
109,4,50.0
109,5,50.0
109,6,50.0
109,7,50.0
109,8,50.0
109,9,50.0
109,10,50.0
109,11,50.0
109,12,50.0
109,13,50.0
109,14,50.0
109,15,50.0
109,16,50.0
109,17,50.0
109,18,50.0
109,19,50.0
109,20,50.0
109,21,50.0
109,22,50.0
109,23,50.0
109,24,50.0
109,25,50.0
109,26,50.0
109,27,50.0
109,28,50.0
109,29,50.0
109,30,50.0
110,1,50.0
110,2,50.0
110,3,50.0
110,4,50.0
110,5,50.0
110,6,50.0
110,7,50.0
110,8,50.0
110,9,50.0
110,10,50.0
110,11,65.955145510022
110,12,50.0
110,13,50.0
110,14,50.0
110,15,50.0
110,16,50.0
110,17,50.0
110,18,50.0
110,19,50.0
110,20,50.0
110,21,50.0
110,22,50.0
110,23,50.0
110,24,50.0
110,25,50.0
110,26,50.0
110,27,50.0
110,28,50.0
110,29,50.0
110,30,50.0
111,1,50.0
111,2,50.0
111,3,50.0
111,4,50.0
111,5,50.0
111,6,50.0
111,7,50.0
111,8,50.0
111,9,53.97972329832153
111,10,50.0
111,11,50.0
111,12,50.0
111,13,50.0
111,14,50.0
111,15,50.0
111,16,50.0
111,17,50.0
111,18,50.0
111,19,50.0
111,20,50.0
111,21,50.0
111,22,50.0
111,23,50.0
111,24,50.0
111,25,50.0
111,26,50.0
111,27,50.0
111,28,50.0
111,29,50.0
111,30,50.0
112,1,50.0
112,2,50.0
112,3,50.0
112,4,50.0
112,5,50.0
112,6,50.0
112,7,50.0
112,8,50.0
112,9,50.0
112,10,50.0
112,11,50.901303065264806
112,12,50.0
112,13,50.0
112,14,50.0
112,15,50.0
112,16,50.0
112,17,50.0
112,18,50.0
112,19,50.0
112,20,50.0
112,21,50.0
112,22,50.0
112,23,50.0
112,24,50.0
112,25,50.0
112,26,50.0
112,27,50.0
112,28,50.0
112,29,50.0
112,30,50.0
113,1,50.0
113,2,50.0
113,3,50.0
113,4,50.0
113,5,50.0
113,6,50.0
113,7,50.0
113,8,50.0
113,9,50.0
113,10,50.0
113,11,50.0
113,12,50.0
113,13,50.0
113,14,50.0
113,15,50.0
113,16,50.0
113,17,50.0
113,18,50.0
113,19,50.0
113,20,50.0
113,21,50.0
113,22,50.0
113,23,50.0
113,24,50.0
113,25,50.0
113,26,50.0
113,27,50.0
113,28,50.0
113,29,50.0
113,30,50.0
114,1,50.0
114,2,50.0
114,3,50.0
114,4,50.0
114,5,50.0
114,6,50.0
114,7,50.0
114,8,50.0
114,9,50.0
114,10,50.0
114,11,50.0
114,12,50.0
114,13,50.0
114,14,50.0
114,15,60.42553555697501
114,16,50.0
114,17,50.0
114,18,50.0
114,19,50.0
114,20,50.0
114,21,50.0
114,22,50.0
114,23,50.0
114,24,50.0
114,25,50.0
114,26,50.0
114,27,50.0
114,28,57.85748169085767
114,29,50.0
114,30,50.0
